thr,TN,FP,FN,TP,recall,spec,prec,npv,acc,bal,f1
0.7499999999999999,213,18,68,79,0.5374149659863946,0.922077922077922,0.8144329896907216,0.7580071174377224,0.7724867724867724,0.7297464440321584,0.6475409836065574
0.7549999999999999,213,18,69,78,0.5306122448979592,0.922077922077922,0.8125,0.7553191489361702,0.7698412698412699,0.7263450834879406,0.6419753086419753
0.7599999999999999,214,17,73,74,0.5034013605442177,0.9264069264069265,0.8131868131868132,0.7456445993031359,0.7619047619047619,0.7149041434755721,0.6218487394957983
0.7649999999999999,214,17,73,74,0.5034013605442177,0.9264069264069265,0.8131868131868132,0.7456445993031359,0.7619047619047619,0.7149041434755721,0.6218487394957983
0.7699999999999999,215,16,74,73,0.4965986394557823,0.9307359307359307,0.8202247191011236,0.7439446366782007,0.7619047619047619,0.7136672850958565,0.6186440677966102
0.7749999999999999,216,15,76,71,0.48299319727891155,0.935064935064935,0.8255813953488372,0.7397260273972602,0.7592592592592593,0.7090290661719233,0.6094420600858369
0.7799999999999999,216,15,76,71,0.48299319727891155,0.935064935064935,0.8255813953488372,0.7397260273972602,0.7592592592592593,0.7090290661719233,0.6094420600858369
0.7849999999999999,217,14,76,71,0.48299319727891155,0.9393939393939394,0.8352941176470589,0.7406143344709898,0.7619047619047619,0.7111935683364254,0.6120689655172413
0.7899999999999999,217,14,78,69,0.46938775510204084,0.9393939393939394,0.8313253012048193,0.735593220338983,0.7566137566137566,0.7043908472479902,0.6
0.7949999999999999,217,14,80,67,0.4557823129251701,0.9393939393939394,0.8271604938271605,0.7306397306397306,0.7513227513227513,0.6975881261595548,0.5877192982456141
0.7999999999999999,218,13,80,67,0.4557823129251701,0.9437229437229437,0.8375,0.7315436241610739,0.753968253968254,0.6997526283240569,0.5903083700440529
0.8049999999999999,218,13,81,66,0.4489795918367347,0.9437229437229437,0.8354430379746836,0.7290969899665551,0.7513227513227513,0.6963512677798392,0.584070796460177
0.8099999999999999,219,12,82,65,0.4421768707482993,0.948051948051948,0.8441558441558441,0.7275747508305648,0.7513227513227513,0.6951144094001237,0.5803571428571429
0.815,219,12,84,63,0.42857142857142855,0.948051948051948,0.84,0.7227722772277227,0.746031746031746,0.6883116883116883,0.5675675675675675
0.82,219,12,85,62,0.4217687074829932,0.948051948051948,0.8378378378378378,0.7203947368421053,0.7433862433862434,0.6849103277674706,0.5610859728506787
